employee_id,name,department,job_level,hire_date,salary
1052, brown ,Sales,,invalid_date,62769.0
1279, johnson ,IT,Senior Analyst,2020/07/01,49037.0
1409, williams ,,Senior Analyst,03/15/2022,68571.0
1216, jones ,,Analyst,2021-01-10,75856.0
1251, garcia ,Finance,Analyst,2021-01-10,53349.0
1187, smith ,IT,Senior Analyst,03/15/2022,100738.0
1379, jones ,,Manager,invalid_date,74172.0
1492, garcia ,Finance,Analyst,invalid_date,70867.0
1040, brown ,Sales,Manager,invalid_date,81545.0
1156, jones ,Finance,Senior Analyst,invalid_date,57566.0
1014, miller ,,Senior Analyst,03/15/2022,72452.0
1300, smith ,Operations,,invalid_date,59247.0
1064, garcia ,Operations,Analyst,2020/07/01,93380.0
1344, garcia ,Operations,Senior Analyst,invalid_date,54120.0
1326, garcia ,,,2021-01-10,70947.0
1008, brown ,Operations,Analyst,invalid_date,74940.0
1343, jones ,IT,Senior Analyst,03/15/2022,75922.0
1128, brown ,Sales,Senior Analyst,2021-01-10,61281.0
1491, johnson ,Finance,Analyst,03/15/2022,56567.0
1135, johnson ,Finance,Analyst,03/15/2022,61498.0
1471, jones ,,Analyst,2021-01-10,77925.0
1062, miller ,Operations,Senior Analyst,03/15/2022,67842.0
1138, brown ,Operations,Senior Analyst,03/15/2022,81943.0
1498, smith ,HR,,invalid_date,77155.0
1080, garcia ,Sales,Manager,2020/07/01,35846.0
1391, garcia ,IT,Analyst,03/15/2022,73712.0
1162, jones ,Finance,Senior Analyst,03/15/2022,103757.0
1418, miller ,HR,Senior Analyst,03/15/2022,89879.0
1288, johnson ,HR,Analyst,invalid_date,76330.0
1378, johnson ,,Manager,2020/07/01,54109.0
1260, garcia ,Finance,Analyst,2021-01-10,77163.0
1489, jones ,,Manager,invalid_date,81096.0
1230, brown ,IT,Senior Analyst,invalid_date,66194.0
1040, johnson ,HR,Manager,2020/07/01,74751.0
1027, brown ,HR,,2020/07/01,92645.0
1134, miller ,Sales,Senior Analyst,invalid_date,57141.0
1200, johnson ,IT,,2021-01-10,54126.0
1327, johnson ,HR,Analyst,invalid_date,80390.0
1267, williams ,IT,Analyst,2020/07/01,76863.0
1417, johnson ,Finance,Analyst,2021-01-10,85433.0
1032, smith ,Operations,Manager,2020/07/01,78547.0
1047, jones ,HR,Senior Analyst,2021-01-10,61484.0
1406, jones ,Sales,Analyst,03/15/2022,76483.0
1061, brown ,Finance,Analyst,2020/07/01,52868.0
1215, miller ,IT,Senior Analyst,2020/07/01,66245.0
1292, johnson ,,Analyst,invalid_date,77542.0
1098, smith ,Finance,,2020/07/01,64592.0
1171, brown ,HR,Senior Analyst,2020/07/01,107021.0
1359, williams ,IT,Senior Analyst,03/15/2022,41617.0
1213, brown ,Operations,Senior Analyst,2020/07/01,61788.0
1474, brown ,Finance,,03/15/2022,55933.0
1034, johnson ,HR,Senior Analyst,03/15/2022,59495.0
1448, williams ,Sales,,03/15/2022,60355.0
1226, brown ,,Senior Analyst,03/15/2022,50104.0
1100, smith ,IT,Manager,2021-01-10,81291.0
1430, smith ,Finance,Analyst,invalid_date,61794.0
1461, jones ,Finance,Manager,2021-01-10,72454.0
1130, williams ,Operations,Analyst,2020/07/01,63478.0
1256, williams ,Operations,,2021-01-10,59637.0
1004, jones ,Sales,Manager,2021-01-10,95084.0
1217, brown ,,Senior Analyst,2020/07/01,83844.0
1254, williams ,Sales,Analyst,2020/07/01,41977.0
1397, smith ,HR,Analyst,2020/07/01,40388.0
1358, smith ,HR,Manager,2021-01-10,85639.0
1282, johnson ,Sales,,2021-01-10,62202.0
1392, williams ,,Manager,2020/07/01,45264.0
1206, brown ,Sales,,invalid_date,85686.0
1014, jones ,,,invalid_date,72537.0
1345, jones ,,Analyst,03/15/2022,73774.0
1041, brown ,IT,Manager,2020/07/01,82143.0
1379, miller ,,Manager,03/15/2022,50350.0
1460, garcia ,Operations,,invalid_date,45527.0
1178, johnson ,,Manager,03/15/2022,93714.0
1062, jones ,,Senior Analyst,2020/07/01,48442.0
1351, williams ,,Senior Analyst,2020/07/01,51666.0
1230, johnson ,HR,Manager,2020/07/01,54663.0
1240, williams ,Operations,Manager,2021-01-10,101199.0
1051, miller ,Operations,,03/15/2022,77401.0
1095, smith ,Sales,Senior Analyst,invalid_date,84481.0
1387, johnson ,IT,Senior Analyst,invalid_date,72943.0
1221, jones ,,Analyst,invalid_date,60972.0
1484, johnson ,Finance,,2021-01-10,79469.0
1406, johnson ,IT,Analyst,2021-01-10,46651.0
1230, johnson ,IT,Senior Analyst,2020/07/01,53571.0
1236, garcia ,Operations,,invalid_date,80995.0
1142, johnson ,IT,Manager,2021-01-10,49641.0
1170, williams ,,,2020/07/01,67164.0
1028, smith ,,Manager,invalid_date,67847.0
1035, miller ,HR,Manager,03/15/2022,62070.0
1012, brown ,,,2020/07/01,40733.0
1159, johnson ,,Manager,2021-01-10,60566.0
1326, jones ,Operations,Analyst,2021-01-10,57625.0
1186, johnson ,,Senior Analyst,2020/07/01,72422.0
1242, jones ,HR,Manager,2020/07/01,71657.0
1085, williams ,Finance,Analyst,2021-01-10,75669.0
1283, jones ,Operations,Manager,03/15/2022,59860.0
1065, brown ,Finance,Senior Analyst,invalid_date,77842.0
1169, smith ,Operations,Analyst,03/15/2022,46660.0
1044, jones ,Sales,Senior Analyst,2020/07/01,42671.0
1061, jones ,IT,Senior Analyst,03/15/2022,34966.0
1440, smith ,Sales,Analyst,2021-01-10,62511.0
1133, brown ,,Analyst,2020/07/01,58701.0
1283, johnson ,Finance,Analyst,invalid_date,81840.0
1027, jones ,,,2021-01-10,60270.0
1107, smith ,IT,Analyst,2021-01-10,74101.0
1043, williams ,Operations,Analyst,invalid_date,82199.0
1339, smith ,IT,Analyst,invalid_date,59705.0
1285, williams ,HR,Analyst,03/15/2022,74471.0
1445, brown ,IT,Manager,2020/07/01,85029.0
1330, johnson ,HR,,invalid_date,51428.0
1127, smith ,IT,Senior Analyst,invalid_date,70373.0
1347, miller ,HR,Analyst,2020/07/01,59769.0
1472, miller ,Finance,Manager,invalid_date,52383.0
1230, garcia ,,Manager,invalid_date,46953.0
1189, jones ,,Manager,03/15/2022,52140.0
1224, brown ,Sales,Senior Analyst,2021-01-10,70900.0
1384, smith ,,Analyst,2021-01-10,45837.0
1376, miller ,Operations,,2021-01-10,61739.0
1282, jones ,IT,,2021-01-10,82198.0
1445, miller ,Sales,Manager,invalid_date,76735.0
1120, smith ,Operations,Senior Analyst,2020/07/01,62042.0
1115, williams ,Operations,Senior Analyst,2020/07/01,95345.0
1460, smith ,HR,Senior Analyst,03/15/2022,98396.0
1232, garcia ,,,03/15/2022,70392.0
1258, smith ,Finance,Manager,invalid_date,32972.0
1358, smith ,Finance,Analyst,2020/07/01,83297.0
1197, garcia ,Sales,,2020/07/01,35590.0
1455, brown ,Finance,Manager,2021-01-10,92142.0
1410, smith ,IT,Manager,invalid_date,86254.0
1136, garcia ,Finance,Analyst,invalid_date,96613.0
1317, jones ,Sales,Analyst,2021-01-10,73904.0
1164, williams ,Finance,Analyst,invalid_date,64579.0
1224, williams ,IT,Senior Analyst,invalid_date,63248.0
1306, smith ,HR,Analyst,03/15/2022,61806.0
1233, brown ,Sales,Manager,2020/07/01,84716.0
1171, brown ,HR,Analyst,invalid_date,80684.0
1151, jones ,HR,Manager,03/15/2022,71803.0
1462, smith ,HR,,2020/07/01,59167.0
1314, williams ,Operations,Senior Analyst,2021-01-10,109438.0
1373, brown ,,,03/15/2022,83686.0
1159, smith ,Operations,,03/15/2022,46034.0
1095, miller ,,Manager,2020/07/01,62256.0
1471, brown ,HR,,2021-01-10,83977.0
1232, garcia ,Sales,Manager,03/15/2022,58007.0
1179, miller ,,Analyst,invalid_date,75273.0
1112, brown ,IT,Analyst,invalid_date,84262.0
1317, williams ,IT,Manager,invalid_date,19174.0
1496, johnson ,Finance,Analyst,2021-01-10,68379.0
1441, miller ,,Senior Analyst,03/15/2022,68968.0
1051, jones ,Sales,,invalid_date,63819.0
1267, jones ,Operations,Senior Analyst,2021-01-10,74525.0
1294, williams ,HR,,invalid_date,79863.0
1385, brown ,Finance,Analyst,2020/07/01,72131.0
1386, smith ,IT,Senior Analyst,03/15/2022,64393.0
1112, brown ,Operations,Analyst,03/15/2022,79489.0
1100, williams ,Operations,,2021-01-10,70736.0
1112, jones ,HR,Manager,2021-01-10,66539.0
1439, brown ,,Manager,03/15/2022,50316.0
1080, jones ,IT,Senior Analyst,invalid_date,46560.0
1186, miller ,Sales,Analyst,invalid_date,50032.0
1112, smith ,Operations,Analyst,2020/07/01,74175.0
1001, miller ,HR,Senior Analyst,invalid_date,68814.0
1129, jones ,Sales,Manager,2021-01-10,47796.0
1219, jones ,,,2021-01-10,79689.0
1053, johnson ,IT,Senior Analyst,invalid_date,90615.0
1342, johnson ,,,2021-01-10,61023.0
1484, miller ,Operations,Manager,03/15/2022,43885.0
1223, garcia ,Sales,Analyst,03/15/2022,59363.0
1224, miller ,Sales,Manager,invalid_date,82817.0
1384, johnson ,Sales,Senior Analyst,03/15/2022,78228.0
1402, jones ,Operations,Analyst,03/15/2022,56164.0
1125, williams ,Operations,Senior Analyst,2020/07/01,92818.0
1129, miller ,,Senior Analyst,2020/07/01,90224.0
1052, jones ,Finance,Manager,03/15/2022,59005.0
1171, williams ,,Senior Analyst,invalid_date,58851.0
1217, williams ,IT,Manager,2020/07/01,61108.0
1159, johnson ,HR,Analyst,2021-01-10,62390.0
1197, miller ,Sales,Manager,2021-01-10,84258.0
1415, brown ,Finance,Analyst,2021-01-10,76380.0
1246, smith ,HR,Manager,invalid_date,83156.0
1323, johnson ,Finance,,03/15/2022,80103.0
1438, johnson ,,,2021-01-10,95718.0
1202, brown ,Operations,Senior Analyst,invalid_date,54109.0
1183, smith ,Sales,Manager,2020/07/01,75705.0
1122, jones ,,Manager,03/15/2022,37393.0
1400, garcia ,HR,Analyst,2020/07/01,50246.0
1254, miller ,HR,Senior Analyst,invalid_date,68877.0
1293, garcia ,HR,Manager,2021-01-10,76273.0
1279, jones ,HR,Senior Analyst,2021-01-10,68473.0
1324, johnson ,HR,,invalid_date,61492.0
1371, smith ,Finance,Manager,2021-01-10,64159.0
1097, johnson ,,Manager,03/15/2022,90542.0
1197, williams ,Sales,Senior Analyst,invalid_date,64240.0
1469, johnson ,Operations,Manager,2020/07/01,96239.0
1394, johnson ,Operations,Senior Analyst,invalid_date,81910.0
1239, jones ,,Manager,03/15/2022,76863.0
1143, jones ,,Analyst,03/15/2022,52096.0
1096, jones ,Operations,Senior Analyst,invalid_date,84029.0
1200, garcia ,Operations,Manager,invalid_date,62593.0
1123, williams ,Finance,,2021-01-10,52083.0
1186, jones ,IT,Manager,03/15/2022,77693.0
1325, smith ,Sales,,invalid_date,49181.0
1463, garcia ,HR,,invalid_date,58566.0
1348, brown ,IT,Analyst,03/15/2022,69848.0
1258, smith ,,Senior Analyst,invalid_date,103276.0
1147, miller ,Operations,Manager,2021-01-10,59696.0
1251, miller ,IT,Analyst,03/15/2022,63127.0
1442, smith ,Sales,Manager,2021-01-10,80985.0
1419, jones ,,,2021-01-10,51426.0
1402, brown ,HR,Senior Analyst,2021-01-10,76642.0
1345, brown ,HR,Manager,2021-01-10,88089.0
1450, garcia ,Sales,Manager,03/15/2022,65394.0
1146, brown ,Sales,,2021-01-10,85392.0
1147, miller ,Operations,Manager,2021-01-10,74372.0
1351, williams ,HR,Manager,invalid_date,59040.0
1198, jones ,,,03/15/2022,67033.0
1307, brown ,IT,Analyst,03/15/2022,64304.0
1488, garcia ,,,2020/07/01,68685.0
1416, miller ,Finance,Analyst,03/15/2022,72291.0
1423, williams ,Finance,Senior Analyst,03/15/2022,78823.0
1127, johnson ,Sales,Analyst,2020/07/01,77630.0
1038, johnson ,Operations,Analyst,03/15/2022,33524.0
1337, williams ,Finance,Senior Analyst,03/15/2022,68540.0
1359, miller ,HR,Analyst,03/15/2022,47359.0
1128, garcia ,,,03/15/2022,65864.0
1266, williams ,,Analyst,2020/07/01,68143.0
1475, jones ,Sales,Senior Analyst,03/15/2022,84642.0
1440, jones ,IT,,03/15/2022,69548.0
1472, johnson ,Sales,Senior Analyst,2020/07/01,73888.0
1433, brown ,IT,Senior Analyst,invalid_date,81896.0
1150, garcia ,Sales,Manager,2021-01-10,88416.0
1414, johnson ,Sales,Manager,invalid_date,68155.0
1477, brown ,Sales,Senior Analyst,2020/07/01,71413.0
1297, brown ,IT,Senior Analyst,2021-01-10,70150.0
1098, jones ,IT,Senior Analyst,2020/07/01,61861.0
1262, miller ,Sales,Manager,2020/07/01,58463.0
1251, smith ,Finance,Manager,03/15/2022,35922.0
1143, miller ,Operations,Analyst,2021-01-10,53850.0
1345, smith ,Operations,Analyst,03/15/2022,43321.0
1111, williams ,Operations,Senior Analyst,2021-01-10,88828.0
1499, jones ,IT,,2020/07/01,72826.0
1059, brown ,IT,,2020/07/01,68111.0
1368, garcia ,Finance,Manager,invalid_date,59238.0
1001, smith ,Operations,Manager,2021-01-10,70447.0
1384, miller ,Operations,Manager,03/15/2022,57280.0
1303, brown ,Sales,Senior Analyst,invalid_date,72610.0
1253, smith ,IT,,invalid_date,73686.0
1139, smith ,Operations,Analyst,invalid_date,57079.0
1452, smith ,,Senior Analyst,03/15/2022,56793.0
1036, garcia ,Finance,Analyst,invalid_date,84433.0
1159, jones ,,Analyst,03/15/2022,69207.0
1008, garcia ,,Senior Analyst,invalid_date,58285.0
1232, johnson ,Finance,Analyst,03/15/2022,64442.0
1098, brown ,,,2020/07/01,54841.0
1146, jones ,Operations,Analyst,2020/07/01,68992.0
1303, jones ,IT,,2020/07/01,82474.0
1207, jones ,Finance,,2020/07/01,69585.0
1130, miller ,Sales,,2020/07/01,105455.0
1403, jones ,,Manager,invalid_date,76320.0
1151, garcia ,Finance,Analyst,invalid_date,73449.0
1053, jones ,HR,Senior Analyst,invalid_date,56375.0
1119, williams ,HR,Senior Analyst,03/15/2022,66422.0
1160, brown ,IT,Analyst,03/15/2022,58315.0
1407, jones ,Operations,Manager,03/15/2022,37515.0
1115, brown ,IT,Manager,03/15/2022,84614.0
1074, williams ,IT,,2020/07/01,62328.0
1112, williams ,IT,Analyst,2020/07/01,58594.0
1455, brown ,IT,Analyst,2020/07/01,73159.0
1419, smith ,Sales,Senior Analyst,2021-01-10,77687.0
1421, johnson ,Sales,Analyst,invalid_date,65188.0
1103, miller ,Finance,Manager,03/15/2022,69961.0
1339, smith ,HR,Analyst,03/15/2022,81193.0
1253, smith ,IT,Senior Analyst,2020/07/01,64597.0
1226, garcia ,Finance,,03/15/2022,74535.0
1111, miller ,HR,Senior Analyst,03/15/2022,45111.0
1472, miller ,,Senior Analyst,invalid_date,51380.0
1098, smith ,Operations,,2020/07/01,79083.0
1152, jones ,Sales,Senior Analyst,invalid_date,50597.0
1348, garcia ,,Senior Analyst,2021-01-10,73512.0
1401, garcia ,HR,Analyst,2021-01-10,67795.0
1383, williams ,,Analyst,2021-01-10,64533.0
1365, miller ,Operations,,2020/07/01,57573.0
1337, smith ,HR,Analyst,03/15/2022,83640.0
1193, williams ,,Analyst,2020/07/01,95948.0
1309, brown ,Sales,Senior Analyst,2020/07/01,74503.0
1162, johnson ,Sales,Manager,03/15/2022,74837.0
1207, garcia ,Finance,Analyst,invalid_date,59765.0
1444, brown ,,Manager,2021-01-10,52059.0
1168, brown ,IT,Analyst,invalid_date,69404.0
1483, jones ,,Analyst,2021-01-10,55394.0
1160, johnson ,HR,,2020/07/01,43411.0
1067, brown ,HR,,2021-01-10,82052.0
1288, brown ,,,2020/07/01,82783.0
1397, johnson ,Operations,Manager,invalid_date,57117.0
1276, johnson ,Sales,Senior Analyst,2020/07/01,73659.0
1303, brown ,HR,Analyst,invalid_date,85029.0
1403, johnson ,Sales,Analyst,03/15/2022,73075.0
1383, brown ,HR,Analyst,03/15/2022,52103.0
1391, brown ,Finance,Manager,03/15/2022,66507.0
1134, jones ,IT,,2020/07/01,89902.0
1194, smith ,HR,Senior Analyst,03/15/2022,73705.0
1400, brown ,Sales,Manager,2021-01-10,78087.0
1127, williams ,Finance,,invalid_date,75124.0
1032, garcia ,HR,Manager,invalid_date,57167.0
1175, miller ,Operations,Senior Analyst,2021-01-10,60687.0
1459, smith ,IT,,2020/07/01,75083.0
1442, smith ,HR,Manager,2020/07/01,82253.0
1370, smith ,Finance,Senior Analyst,invalid_date,86499.0
1469, jones ,Operations,Analyst,03/15/2022,57128.0
1374, brown ,,Senior Analyst,2020/07/01,76497.0
1021, jones ,Finance,Analyst,2020/07/01,87806.0
1237, brown ,Finance,Manager,2021-01-10,55194.0
1157, jones ,Operations,,2021-01-10,92301.0
1037, jones ,Finance,,03/15/2022,94584.0
1229, garcia ,Operations,Manager,2020/07/01,109376.0
1364, williams ,HR,,2020/07/01,73464.0
1050, jones ,Operations,,2021-01-10,73546.0
1437, garcia ,Operations,Analyst,2020/07/01,82405.0
1263, johnson ,IT,Manager,invalid_date,81967.0
1282, williams ,Operations,Senior Analyst,2021-01-10,86896.0
1026, jones ,Operations,Analyst,03/15/2022,81760.0
1225, miller ,,Manager,2021-01-10,68409.0
1276, smith ,HR,Analyst,2020/07/01,88330.0
1285, johnson ,IT,Senior Analyst,03/15/2022,53931.0
1096, johnson ,,Senior Analyst,2021-01-10,70088.0
1283, garcia ,Sales,Manager,invalid_date,93456.0
1366, johnson ,HR,Senior Analyst,invalid_date,51246.0
1447, williams ,HR,Analyst,2021-01-10,59838.0
1480, jones ,Sales,Senior Analyst,invalid_date,80076.0
1452, jones ,Operations,Analyst,invalid_date,75909.0
1316, miller ,,Analyst,invalid_date,56875.0
1303, smith ,Finance,Senior Analyst,03/15/2022,63757.0
1146, garcia ,IT,Manager,invalid_date,52288.0
1003, smith ,Finance,,invalid_date,84707.0
1034, johnson ,Sales,Senior Analyst,invalid_date,66162.0
1191, miller ,HR,Analyst,03/15/2022,96882.0
1048, smith ,HR,Analyst,2021-01-10,71217.0
1016, williams ,IT,Senior Analyst,2020/07/01,66704.0
1171, jones ,HR,Manager,invalid_date,65248.0
1219, johnson ,HR,Manager,2021-01-10,66337.0
1157, miller ,IT,Analyst,invalid_date,71662.0
1476, smith ,,Analyst,03/15/2022,107686.0
1045, garcia ,,Manager,2021-01-10,64917.0
1372, williams ,IT,,03/15/2022,65405.0
1005, williams ,Sales,Senior Analyst,invalid_date,70984.0
1098, smith ,HR,Analyst,invalid_date,86354.0
1379, jones ,HR,Analyst,03/15/2022,48685.0
1232, smith ,Sales,Manager,2020/07/01,76826.0
1036, johnson ,,Senior Analyst,03/15/2022,57739.0
1279, smith ,Operations,Manager,invalid_date,78299.0
1348, williams ,Operations,Senior Analyst,03/15/2022,62594.0
1496, miller ,Operations,Senior Analyst,2020/07/01,35438.0
1301, smith ,,Senior Analyst,03/15/2022,75544.0
1180, jones ,,Analyst,2020/07/01,75417.0
1094, miller ,Sales,,2020/07/01,61314.0
1098, garcia ,HR,Manager,03/15/2022,60425.0
1187, brown ,Sales,,03/15/2022,50329.0
1480, smith ,Sales,Manager,2021-01-10,81596.0
1115, jones ,,Senior Analyst,invalid_date,83233.0
1190, miller ,Operations,Analyst,2020/07/01,56814.0
1252, jones ,Finance,,2021-01-10,61901.0
1468, garcia ,HR,Analyst,03/15/2022,69051.0
1415, williams ,,Manager,invalid_date,104063.0
1470, jones ,Operations,Analyst,2021-01-10,78177.0
1160, miller ,Finance,Analyst,2020/07/01,55849.0
1255, jones ,Finance,,2021-01-10,74557.0
1322, jones ,,Senior Analyst,2020/07/01,49350.0
1127, jones ,IT,Analyst,03/15/2022,80770.0
1017, johnson ,HR,Senior Analyst,invalid_date,95133.0
1280, johnson ,Finance,Manager,invalid_date,95197.0
1489, williams ,,Analyst,invalid_date,81023.0
1222, smith ,,,03/15/2022,61249.0
1053, jones ,Operations,Manager,2020/07/01,50486.0
1057, garcia ,IT,Manager,03/15/2022,48997.0
1322, smith ,HR,,invalid_date,27907.0
1359, garcia ,Sales,Analyst,03/15/2022,80408.0
1173, smith ,Operations,Analyst,03/15/2022,68457.0
1279, williams ,Finance,Manager,03/15/2022,83638.0
1113, jones ,Finance,Analyst,2020/07/01,91420.0
1287, jones ,Operations,Senior Analyst,2021-01-10,71499.0
1430, brown ,,,2021-01-10,72189.0
1341, garcia ,Finance,Senior Analyst,03/15/2022,63035.0
1150, smith ,IT,Analyst,2021-01-10,64809.0
